,trade_date,open_price,close_price,high_price,low_price,change_percent,change_amount,volume,amount,amplitude,turnover_rate,sector
45,2024-03-13,848.57,847.69,854.33,843.64,-0.76,-6.53,8156610,20706967419.0,1.25,2.0,电池
46,2024-03-14,845.27,840.66,855.58,831.47,-0.83,-7.03,7078792,17152813012.0,2.84,1.74,电池
47,2024-03-15,838.33,845.89,846.16,830.5,0.62,5.23,7717298,17099762096.0,1.86,1.89,电池
48,2024-03-18,852.45,865.68,865.68,852.45,2.34,19.79,9083635,24758455940.0,1.56,2.23,电池
49,2024-03-19,863.9,861.32,870.63,861.13,-0.5,-4.36,7813574,18078367639.0,1.1,1.92,电池
50,2024-03-20,862.07,868.44,871.33,861.61,0.83,7.12,7681644,16046321276.0,1.13,1.88,电池
51,2024-03-21,868.25,858.1,869.79,849.08,-1.19,-10.34,7913508,15670564556.0,2.38,1.94,电池
52,2024-03-22,855.2,832.06,856.27,831.41,-3.03,-26.04,7519316,15634734135.0,2.9,1.84,电池
53,2024-03-25,827.9,809.04,834.29,808.99,-2.77,-23.02,6755848,13561189225.0,3.04,1.66,电池
54,2024-03-26,809.93,842.87,846.72,809.93,4.18,33.83,10102471,22647479280.0,4.55,2.48,电池
55,2024-03-27,844.75,807.7,846.6,807.55,-4.17,-35.17,8729709,18613087304.0,4.63,2.14,电池
56,2024-03-28,803.4,818.05,827.99,803.4,1.28,10.35,7259390,16498572035.0,3.04,1.78,电池
57,2024-03-29,818.18,829.28,836.56,818.18,1.37,11.23,7064584,16855605689.0,2.25,1.73,电池
58,2024-04-01,830.81,857.66,858.19,830.81,3.42,28.38,8712588,21889710270.0,3.3,2.14,电池
59,2024-04-02,858.2,882.53,890.29,852.53,2.9,24.87,12504530,27656918648.0,4.4,3.07,电池
60,2024-04-03,882.97,874.31,899.68,873.15,-0.93,-8.22,12014180,28164627082.0,3.01,2.95,电池
61,2024-04-08,869.87,848.08,886.78,847.77,-3.0,-26.23,10781111,24232890970.0,4.46,2.64,电池
62,2024-04-09,846.77,905.19,905.22,846.77,6.73,57.11,14232848,32674267543.0,6.89,3.49,电池
63,2024-04-10,902.97,888.39,902.97,881.15,-1.86,-16.8,11625717,27152122272.0,2.41,2.85,电池
64,2024-04-11,877.61,874.8,890.83,863.67,-1.53,-13.59,10489396,24770103799.0,3.06,2.57,电池
65,2024-04-12,870.02,841.43,871.64,840.11,-3.81,-33.37,10613497,22868290786.0,3.6,2.6,电池
66,2024-04-15,836.11,814.03,854.88,802.57,-3.26,-27.4,13546627,26768461329.0,6.22,3.32,电池
67,2024-04-16,804.74,747.6,804.86,747.15,-8.16,-66.43,12926437,23747138026.0,7.09,3.17,电池
68,2024-04-17,758.36,792.4,793.06,758.36,5.99,44.8,11188525,21222899688.0,4.64,2.74,电池
69,2024-04-18,789.06,787.76,799.63,770.53,-0.59,-4.64,10485335,21745730859.0,3.67,2.57,电池
70,2024-04-19,780.15,769.81,783.61,764.58,-2.28,-17.95,9051408,18612139239.0,2.42,2.22,电池
71,2024-04-22,765.1,761.69,773.06,751.66,-1.05,-8.12,8950017,15545530938.0,2.78,2.19,电池
72,2024-04-23,760.8,766.05,773.2,759.65,0.57,4.36,9851792,13430750557.0,1.78,2.42,电池
73,2024-04-24,763.59,767.45,767.57,753.35,0.18,1.4,10778118,15344439669.0,1.86,2.64,电池
74,2024-04-25,760.91,776.85,785.25,756.93,1.22,9.4,11964334,19381967857.0,3.69,2.93,电池
75,2024-04-26,769.4,785.07,788.16,765.91,1.06,8.22,14278196,20199278017.0,2.86,3.5,电池
76,2024-04-29,789.17,821.6,826.7,789.17,4.65,36.53,11712293,29078498878.0,4.78,2.87,电池
77,2024-04-30,818.68,804.21,821.38,800.01,-2.12,-17.39,10009198,17627955254.0,2.6,2.45,电池
78,2024-05-06,816.95,830.55,830.6,816.95,3.28,26.34,9351548,21817037274.0,1.7,2.29,电池
79,2024-05-07,827.77,829.44,830.2,821.09,-0.13,-1.11,7371072,14539988988.0,1.1,1.81,电池
80,2024-05-08,825.55,809.86,825.64,809.25,-2.36,-19.58,6592764,12855775700.0,1.98,1.62,电池
81,2024-05-09,823.85,850.24,861.15,823.85,4.99,40.38,11532662,27296032032.0,4.61,2.83,电池
82,2024-05-10,842.84,823.56,843.25,821.86,-3.14,-26.68,8994066,19414605316.0,2.52,2.2,电池
83,2024-05-13,810.56,796.73,810.56,794.11,-3.26,-26.83,7966463,15643264541.0,2.0,1.95,电池
84,2024-05-14,796.28,794.3,805.7,793.28,-0.3,-2.43,11803508,10450152368.0,1.56,2.89,电池
85,2024-05-15,792.77,787.4,800.32,786.41,-0.87,-6.9,8856971,10651468636.0,1.75,2.17,电池
86,2024-05-16,787.28,786.43,795.02,784.78,-0.12,-0.97,9643052,11266648096.0,1.3,2.36,电池
87,2024-05-17,785.45,797.9,797.9,779.97,1.46,11.47,6044685,14113666120.0,2.28,1.48,电池
88,2024-05-20,797.91,795.24,804.49,792.28,-0.33,-2.66,6903286,15682022964.0,1.53,1.69,电池
89,2024-05-21,793.96,788.62,798.2,785.81,-0.83,-6.62,6358242,12701479750.0,1.56,1.56,电池
90,2024-05-22,788.64,806.84,807.54,788.64,2.31,18.22,7404978,19330867244.0,2.4,1.82,电池
91,2024-05-23,803.52,786.15,803.52,785.3,-2.56,-20.69,6350381,15147738499.0,2.26,1.56,电池
92,2024-05-24,783.7,771.3,788.56,771.3,-1.89,-14.85,5058955,12419616488.0,2.2,1.24,电池
93,2024-05-27,773.38,776.73,776.91,762.71,0.7,5.43,5187215,11914227284.0,1.84,1.27,电池
94,2024-05-28,772.6,766.0,774.83,765.11,-1.38,-10.73,3982729,9512276256.0,1.25,0.98,电池
95,2024-05-29,766.77,779.75,784.22,766.77,1.8,13.75,5753619,13984280576.0,2.28,1.41,电池
96,2024-05-30,780.76,775.87,785.72,774.62,-0.5,-3.88,10464750,12599282881.0,1.42,2.57,电池
97,2024-05-31,774.82,775.12,781.97,774.56,-0.1,-0.75,9583268,12360086039.0,0.96,2.35,电池
98,2024-06-03,772.89,756.37,773.17,750.59,-2.42,-18.75,9508659,14381401310.0,2.91,2.33,电池
99,2024-06-04,752.21,759.65,760.31,743.53,0.43,3.28,10391741,16155130454.0,2.22,2.55,电池
100,2024-06-05,756.16,746.11,762.23,746.11,-1.78,-13.54,10143442,14460308114.0,2.12,2.49,电池
101,2024-06-06,745.14,714.02,748.48,713.03,-4.3,-32.09,8212592,14530675757.0,4.75,2.01,电池
102,2024-06-07,716.98,714.28,724.61,704.77,0.04,0.26,5924402,19443622005.0,2.78,1.45,电池
103,2024-06-11,711.44,720.05,720.3,700.49,0.81,5.77,4713988,15074576548.0,2.77,1.16,电池
104,2024-06-12,718.1,723.86,725.37,716.42,0.53,3.81,4170155,10970812464.0,1.24,1.02,电池
105,2024-06-13,723.18,724.57,732.47,718.11,0.1,0.71,4721461,12342195559.0,1.98,1.16,电池
106,2024-06-14,722.81,725.0,726.82,715.56,0.06,0.43,6292718,17999261143.0,1.55,1.54,电池
107,2024-06-17,721.34,734.77,741.26,717.95,1.35,9.77,7593501,19872251699.0,3.22,1.86,电池
108,2024-06-18,733.67,735.05,737.23,730.48,0.04,0.28,14906900,13223947461.0,0.92,3.65,电池
109,2024-06-19,734.89,722.76,734.94,722.52,-1.67,-12.29,8453562,10770592268.0,1.69,2.07,电池
110,2024-06-20,720.25,703.33,720.87,703.02,-2.69,-19.43,8836169,10609066629.0,2.47,2.17,电池
111,2024-06-21,700.95,695.46,704.29,693.47,-1.12,-7.87,9545293,10197927664.0,1.54,2.34,电池
112,2024-06-24,691.49,668.75,691.49,667.65,-3.84,-26.71,5416693,12287450112.0,3.43,1.33,电池
113,2024-06-25,669.58,665.05,675.06,659.97,-0.55,-3.7,4493289,10296865756.0,2.26,1.1,电池
114,2024-06-26,662.83,691.36,691.6,656.88,3.96,26.31,5485012,10896598772.0,5.22,1.34,电池
115,2024-06-27,687.64,676.19,691.35,676.11,-2.19,-15.17,4315662,9477995655.0,2.2,1.06,电池
116,2024-06-28,674.88,677.39,688.28,674.83,0.18,1.2,5110658,12030932608.0,1.99,1.25,电池
117,2024-07-01,677.96,675.52,681.33,663.7,-0.28,-1.87,5315368,13665586317.0,2.6,1.3,电池
118,2024-07-02,675.2,672.07,679.86,669.63,-0.51,-3.45,4194994,9693414800.0,1.51,1.03,电池
119,2024-07-03,673.66,671.84,682.87,667.85,-0.03,-0.23,4685920,10648257561.0,2.23,1.15,电池
120,2024-07-04,670.52,653.54,673.0,653.15,-2.72,-18.3,4131224,8643639531.0,2.95,1.01,电池
121,2024-07-05,651.95,653.1,655.72,644.08,-0.07,-0.44,3570778,8085052097.0,1.78,0.88,电池
122,2024-07-08,650.82,636.66,650.82,634.49,-2.52,-16.44,3967192,8317465289.0,2.5,0.97,电池
123,2024-07-09,635.3,646.32,648.31,625.73,1.52,9.66,5150027,11505220263.0,3.55,1.26,电池
124,2024-07-10,644.24,645.43,659.41,641.47,-0.14,-0.89,4760019,11370075658.0,2.78,1.17,电池
125,2024-07-11,657.27,672.58,674.58,657.27,4.21,27.15,6704321,15055069834.0,2.68,1.64,电池
126,2024-07-12,672.16,672.66,676.83,669.35,0.01,0.08,5224432,12591597976.0,1.11,1.28,电池
127,2024-07-15,670.27,656.89,670.27,655.67,-2.34,-15.77,4213321,8945885063.0,2.17,1.03,电池
128,2024-07-16,657.55,666.77,668.03,656.3,1.5,9.88,6290911,14025303813.0,1.79,1.54,电池
129,2024-07-17,666.28,664.92,670.75,662.37,-0.28,-1.85,6013917,13655963365.0,1.26,1.47,电池
130,2024-07-18,660.08,661.58,664.42,648.21,-0.5,-3.34,5522467,14953231986.0,2.44,1.35,电池
131,2024-07-19,660.17,664.98,670.83,656.59,0.51,3.4,4601144,11724790553.0,2.15,1.13,电池
132,2024-07-22,664.72,662.48,669.64,658.28,-0.38,-2.5,4433289,10759266419.0,1.71,1.09,电池
133,2024-07-23,662.83,645.81,666.71,645.8,-2.52,-16.67,4624629,9685489431.0,3.16,1.13,电池
134,2024-07-24,646.03,633.57,648.05,633.11,-1.9,-12.24,4600334,9868134883.0,2.31,1.13,电池
135,2024-07-25,631.53,644.1,650.65,629.42,1.66,10.53,4575205,10881839949.0,3.35,1.12,电池
136,2024-07-26,644.61,650.97,657.65,644.61,1.07,6.87,4606708,11707174340.0,2.02,1.13,电池
137,2024-07-29,651.07,642.86,651.57,637.31,-1.25,-8.11,4072940,10152767290.0,2.19,1.0,电池
138,2024-07-30,641.87,644.55,646.95,637.86,0.26,1.69,3090993,6974992561.0,1.41,0.76,电池
139,2024-07-31,644.47,671.24,671.24,640.6,4.14,26.69,5988315,12888524918.0,4.75,1.47,电池
140,2024-08-01,672.44,669.03,675.56,665.85,-0.33,-2.21,5021078,11772488669.0,1.45,1.23,电池
141,2024-08-02,665.11,657.38,670.69,656.57,-1.74,-11.65,4162588,8992505361.0,2.11,1.02,电池
142,2024-08-05,653.9,636.46,664.99,636.46,-3.18,-20.92,5026362,11112720415.0,4.34,1.23,电池
143,2024-08-06,643.26,648.12,650.96,640.56,1.83,11.66,3800203,8457688927.0,1.63,0.93,电池
144,2024-08-07,647.72,645.24,649.14,642.68,-0.44,-2.88,3186506,7347789432.0,1.0,0.78,电池
145,2024-08-08,643.38,641.12,646.68,632.87,-0.64,-4.12,3230058,7441721238.0,2.14,0.79,电池
146,2024-08-09,643.77,630.17,647.0,630.17,-1.71,-10.95,3405781,7617239784.0,2.63,0.83,电池
147,2024-08-12,630.59,624.31,632.72,622.59,-0.93,-5.86,3164393,7516340901.0,1.61,0.78,电池
148,2024-08-13,624.2,634.02,635.76,619.24,1.56,9.71,3728434,8782056205.0,2.65,0.91,电池
149,2024-08-14,633.07,625.74,636.67,625.55,-1.31,-8.28,3013423,6327664079.0,1.75,0.74,电池
150,2024-08-15,623.8,629.25,634.61,619.02,0.56,3.51,3756630,7921829070.0,2.49,0.92,电池
151,2024-08-16,630.33,621.99,630.79,621.99,-1.15,-7.26,3261347,6805954286.0,1.4,0.8,电池
152,2024-08-19,621.54,615.07,626.14,614.53,-1.11,-6.92,3442406,7819795838.0,1.87,0.84,电池
153,2024-08-20,615.74,608.05,620.83,606.17,-1.14,-7.02,3880000,7106518288.0,2.38,0.95,电池
154,2024-08-21,606.3,622.91,627.34,604.1,2.44,14.86,5654320,11201290590.0,3.82,1.39,电池
155,2024-08-22,623.42,623.88,634.62,621.78,0.16,0.97,6475088,14503342355.0,2.06,1.59,电池
156,2024-08-23,618.46,607.07,618.46,605.03,-2.69,-16.81,5817369,12981581485.0,2.15,1.43,电池
157,2024-08-26,607.52,634.08,645.43,607.52,4.45,27.01,7550044,15825614546.0,6.24,1.85,电池
158,2024-08-27,628.65,614.5,628.65,612.69,-3.09,-19.58,5841443,11137429960.0,2.52,1.43,电池
159,2024-08-28,612.72,614.83,618.78,607.47,0.05,0.33,4405692,8928087865.0,1.84,1.08,电池
160,2024-08-29,611.68,631.74,635.12,611.64,2.75,16.91,7713295,15763990590.0,3.82,1.89,电池
161,2024-08-30,630.67,641.98,650.48,629.28,1.62,10.24,8547012,19530129456.0,3.36,2.1,电池
162,2024-09-02,644.31,634.04,649.48,633.83,-1.24,-7.94,8277964,15245655733.0,2.44,2.03,电池
163,2024-09-03,633.01,652.81,656.48,630.98,2.96,18.77,9211197,18014488207.0,4.02,2.26,电池
164,2024-09-04,649.65,667.16,677.31,648.97,2.2,14.35,12798764,23724601837.0,4.34,3.14,电池
165,2024-09-05,664.39,660.27,671.74,655.53,-1.03,-6.89,11022226,18567680851.0,2.43,2.7,电池
166,2024-09-06,658.36,645.57,658.39,645.2,-2.23,-14.7,9176986,15110528542.0,2.0,2.25,电池
167,2024-09-09,640.21,638.46,647.43,635.57,-1.1,-7.11,7302462,13038283268.0,1.84,1.79,电池
168,2024-09-10,639.27,635.79,640.61,626.98,-0.42,-2.67,8044477,13189415295.0,2.13,1.97,电池
169,2024-09-11,634.69,656.3,659.79,634.69,3.23,20.51,11562722,21259325906.0,3.95,2.83,电池
170,2024-09-12,651.52,647.34,659.65,647.08,-1.37,-8.96,8693544,16746927400.0,1.92,2.13,电池
171,2024-09-13,647.84,627.22,649.11,627.07,-3.11,-20.12,7906497,14543209016.0,3.4,1.94,电池
172,2024-09-18,626.23,616.1,627.38,609.84,-1.77,-11.12,5759487,9990263301.0,2.8,1.41,电池
173,2024-09-19,619.61,626.27,633.35,612.86,1.65,10.17,6562764,12217266763.0,3.33,1.61,电池
174,2024-09-20,626.8,617.16,626.8,613.56,-1.45,-9.11,6105224,11600141263.0,2.11,1.5,电池
175,2024-09-23,616.51,618.77,624.74,613.21,0.26,1.61,6347584,11878046391.0,1.87,1.56,电池
176,2024-09-24,621.94,649.92,649.94,619.65,5.03,31.15,11384311,23658369607.0,4.9,2.79,电池
177,2024-09-25,656.75,658.49,672.46,656.65,1.32,8.57,12433891,27674241450.0,2.43,3.05,电池
178,2024-09-26,657.33,675.33,675.33,652.04,2.56,16.84,10368571,22687257864.0,3.54,2.54,电池
179,2024-09-27,685.29,731.85,740.58,685.29,8.37,56.52,16258970,43618371350.0,8.19,3.99,电池
180,2024-09-30,769.65,844.52,846.94,758.32,15.4,112.67,24058376,67042779483.0,12.11,5.9,电池
181,2024-10-08,987.39,966.71,987.39,887.59,14.47,122.19,28402919,102814728221.0,11.82,6.96,电池
182,2024-10-09,929.89,852.97,934.77,852.97,-11.77,-113.74,22846594,79353297616.0,8.46,5.6,电池
183,2024-10-10,861.86,844.26,883.01,839.77,-1.02,-8.71,15007707,47181281878.0,5.07,3.68,电池
184,2024-10-11,837.61,793.53,837.61,781.76,-6.01,-50.73,12536295,36200651742.0,6.62,3.07,电池
185,2024-10-14,797.86,817.52,818.3,782.26,3.02,23.99,11251431,33585706858.0,4.54,2.76,电池
186,2024-10-15,813.08,803.07,828.37,801.07,-1.77,-14.45,11753440,32213478070.0,3.34,2.88,电池
187,2024-10-16,788.48,794.35,806.44,786.25,-1.09,-8.72,9386356,26011479574.0,2.51,2.3,电池
188,2024-10-17,800.92,791.35,810.16,791.34,-0.38,-3.0,8814577,22889384346.0,2.37,2.16,电池
189,2024-10-18,790.02,832.77,853.67,789.64,5.23,41.42,15280317,47666985394.0,8.09,3.75,电池
190,2024-10-21,841.58,859.82,876.82,841.58,3.25,27.05,15917158,48092942907.0,4.23,3.9,电池
191,2024-10-22,858.21,866.76,872.93,844.53,0.81,6.94,13559671,35331808985.0,3.3,3.32,电池
192,2024-10-23,867.51,889.32,897.74,860.43,2.6,22.56,16742078,46729556920.0,4.3,4.1,电池
193,2024-10-24,882.49,863.31,882.49,860.66,-2.92,-26.01,11727603,30952056121.0,2.45,2.87,电池
194,2024-10-25,874.26,917.99,936.81,874.26,6.33,54.68,19412745,57676704263.0,7.25,4.76,电池
195,2024-10-28,919.09,916.84,919.09,902.07,-0.13,-1.15,14767903,37827529202.0,1.85,3.62,电池
196,2024-10-29,920.05,897.82,931.43,897.19,-2.07,-19.02,14150708,35934222074.0,3.73,3.47,电池
197,2024-10-30,891.87,883.69,901.52,874.65,-1.57,-14.13,11307862,30154842950.0,2.99,2.77,电池
198,2024-10-31,883.87,896.21,901.02,877.85,1.42,12.52,12742424,33350268845.0,2.62,3.12,电池
199,2024-11-01,891.07,863.59,900.86,862.67,-3.64,-32.62,12415882,32337979191.0,4.26,3.04,电池
200,2024-11-04,863.43,884.92,884.92,859.56,2.47,21.33,9456025,25735885973.0,2.94,2.32,电池
201,2024-11-05,887.95,927.47,928.28,886.45,4.81,42.55,15417188,45514744205.0,4.73,3.78,电池
202,2024-11-06,937.24,947.12,983.21,937.24,2.12,19.65,19239064,56651616272.0,4.96,4.72,电池
203,2024-11-07,953.82,971.15,972.44,949.35,2.54,24.03,16895224,46826730079.0,2.44,4.14,电池
204,2024-11-08,985.54,989.08,1022.24,985.54,1.85,17.93,18374731,54559720254.0,3.78,4.5,电池
205,2024-11-11,981.52,1045.24,1045.33,978.65,5.68,56.16,22250146,63847863676.0,6.74,5.45,电池
206,2024-11-12,1054.77,1028.41,1069.85,1018.44,-1.61,-16.83,23126861,74843814981.0,4.92,5.67,电池
207,2024-11-13,1021.64,1048.55,1048.55,1006.72,1.96,20.14,16769532,53850588020.0,4.07,4.11,电池
208,2024-11-14,1057.98,1016.26,1067.05,1015.15,-3.08,-32.29,16420010,49583050429.0,4.95,4.03,电池
209,2024-11-15,1001.83,993.97,1026.73,993.59,-2.19,-22.29,16020917,43067620906.0,3.26,3.93,电池
210,2024-11-18,1003.05,965.23,1009.3,958.77,-2.89,-28.74,14942874,39715189738.0,5.08,3.66,电池
211,2024-11-19,958.62,1002.42,1002.42,941.02,3.85,37.19,14347561,40121996328.0,6.36,3.52,电池
212,2024-11-20,996.81,1032.3,1039.43,994.51,2.98,29.88,15858224,39924027800.0,4.48,3.89,电池
213,2024-11-21,1027.62,1028.58,1048.8,1018.53,-0.36,-3.72,14229904,35156630883.0,2.93,3.49,电池
214,2024-11-22,1023.34,984.47,1033.29,984.43,-4.29,-44.11,17129546,39049467760.0,4.75,4.2,电池
215,2024-11-25,989.2,1023.13,1030.77,989.2,3.93,38.66,17835091,41883336267.0,4.22,4.37,电池
216,2024-11-26,1019.48,977.77,1019.48,977.57,-4.43,-45.36,15474044,37055374835.0,4.1,3.79,电池
217,2024-11-27,971.31,991.85,991.91,943.44,1.44,14.08,14199503,33679952543.0,4.96,3.48,电池
218,2024-11-28,991.61,981.78,1001.93,980.85,-1.02,-10.07,11630565,28702900657.0,2.13,2.85,电池
219,2024-11-29,977.12,991.85,1003.23,963.04,1.03,10.07,11960401,31848351331.0,4.09,2.93,电池
220,2024-12-02,990.19,1010.25,1013.09,979.04,1.86,18.4,12338460,30462475800.0,3.43,3.02,电池
221,2024-12-03,1011.48,1002.57,1011.76,990.84,-0.76,-7.68,10253491,25723097407.0,2.07,2.51,电池
222,2024-12-04,999.23,976.9,999.42,971.78,-2.56,-25.67,8820562,22201707214.0,2.76,2.16,电池
223,2024-12-05,976.42,991.94,994.74,976.08,1.54,15.04,8315039,21739129385.0,1.91,2.04,电池
224,2024-12-06,991.35,999.5,1006.32,972.05,0.76,7.56,10121606,29894508963.0,3.45,2.48,电池
225,2024-12-09,995.24,992.66,1005.8,983.76,-0.68,-6.84,8917609,25069642099.0,2.21,2.19,电池
226,2024-12-10,1024.78,989.42,1028.51,988.14,-0.33,-3.24,10976265,32951782249.0,4.07,2.69,电池
227,2024-12-11,987.35,986.13,993.4,979.63,-0.33,-3.29,7580507,21409720589.0,1.39,1.86,电池
228,2024-12-12,986.56,994.02,997.75,976.02,0.8,7.89,8705324,23490001240.0,2.2,2.13,电池
229,2024-12-13,987.56,969.82,987.56,969.47,-2.43,-24.2,9945990,28235337558.0,1.82,2.44,电池
230,2024-12-16,969.31,953.49,971.06,947.84,-1.68,-16.33,7665073,20003087356.0,2.39,1.88,电池
231,2024-12-17,953.25,933.74,958.17,931.47,-2.07,-19.75,7063589,22080157467.0,2.8,1.73,电池
232,2024-12-18,936.47,929.18,939.86,924.75,-0.49,-4.56,5355398,14643551229.0,1.62,1.31,电池
233,2024-12-19,920.33,930.76,933.85,913.59,0.17,1.58,5656951,15522742964.0,2.18,1.39,电池
234,2024-12-20,931.27,940.01,948.64,931.06,0.99,9.25,6075596,19625265221.0,1.89,1.49,电池
235,2024-12-23,940.34,911.64,944.01,910.57,-3.02,-28.37,6621114,18207925059.0,3.56,1.62,电池
236,2024-12-24,914.63,924.57,929.1,911.81,1.42,12.93,6094669,16812536793.0,1.9,1.49,电池
237,2024-12-25,925.15,901.63,926.06,897.45,-2.48,-22.94,6636487,15333037368.0,3.09,1.63,电池
238,2024-12-26,904.57,910.78,920.19,904.57,1.01,9.15,6569807,19078051129.0,1.73,1.61,电池
239,2024-12-27,911.99,911.04,925.23,908.23,0.03,0.26,7344377,20681433616.0,1.87,1.8,电池
240,2024-12-30,909.08,900.2,909.34,896.17,-1.19,-10.84,7211050,20203315043.0,1.45,1.77,电池
241,2024-12-31,900.59,875.55,903.67,875.0,-2.74,-24.65,7541859,21101590350.0,3.18,1.85,电池
242,2025-01-02,877.22,858.6,887.55,850.5,-1.94,-16.95,8754519,21969714487.0,4.23,2.15,电池
243,2025-01-03,858.7,830.61,862.09,829.74,-3.26,-27.99,10069963,21519416983.0,3.77,2.47,电池
244,2025-01-06,828.6,834.2,841.8,814.79,0.43,3.59,9197112,19721240652.0,3.25,2.25,电池
245,2025-01-07,834.47,853.47,853.58,832.2,2.31,19.27,9572182,25353147173.0,2.56,2.35,电池
