,trade_date,open_price,close_price,high_price,low_price,change_percent,change_amount,volume,amount,amplitude,turnover_rate,sector
246,2025-01-08,850.05,846.45,853.52,820.64,-0.82,-7.02,9413336,22128237301.0,3.85,2.31,电池
247,2025-01-09,842.98,858.74,862.08,842.23,1.45,12.29,8046698,18099238310.0,2.35,1.97,电池
248,2025-01-10,859.85,835.03,870.53,835.03,-2.76,-23.71,8334891,18742305160.0,4.13,2.04,电池
249,2025-01-13,822.85,836.18,846.38,818.86,0.14,1.15,7483408,17806575460.0,3.3,1.83,电池
250,2025-01-14,839.03,880.0,880.0,836.73,5.24,43.82,9493077,22971161753.0,5.17,2.33,电池
251,2025-01-15,880.25,872.25,882.27,868.59,-0.88,-7.75,7810184,18661527880.0,1.55,1.91,电池
252,2025-01-16,874.87,875.02,892.46,865.73,0.32,2.77,7391990,18885789630.0,3.06,1.81,电池
253,2025-01-17,872.78,873.29,880.29,864.95,-0.2,-1.73,6449649,16291234372.0,1.75,1.58,电池
254,2025-01-20,881.5,892.88,898.28,879.68,2.24,19.59,8460465,26137077394.0,2.13,2.07,电池
255,2025-01-21,896.82,887.12,897.7,876.86,-0.65,-5.76,7786623,19392956044.0,2.33,1.91,电池
256,2025-01-22,882.88,871.9,882.88,868.51,-1.72,-15.22,7574081,21286566637.0,1.62,1.86,电池
257,2025-01-23,882.06,866.78,891.13,866.78,-0.59,-5.12,9036140,21402894992.0,2.79,2.22,电池
258,2025-01-24,864.35,878.28,879.71,863.5,1.33,11.5,7627467,20955963492.0,1.87,1.87,电池
259,2025-01-27,878.59,858.68,886.36,858.68,-2.23,-19.6,6883111,16922804887.0,3.15,1.69,电池
260,2025-02-05,865.15,866.4,872.11,859.72,0.9,7.72,6598451,18659168644.0,1.44,1.62,电池
261,2025-02-06,865.9,900.29,900.29,863.69,3.91,33.89,8991014,25485782401.0,4.22,2.2,电池
262,2025-02-07,901.0,914.36,923.74,899.94,1.56,14.07,10148862,30816408022.0,2.64,2.49,电池
263,2025-02-10,914.85,920.98,921.27,902.23,0.72,6.62,8625184,25027531300.0,2.08,2.11,电池
264,2025-02-11,921.23,916.61,921.23,904.58,-0.47,-4.37,7990229,22685086619.0,1.81,1.96,电池
265,2025-02-12,914.39,938.33,939.13,912.53,2.37,21.72,10697929,28508389798.0,2.9,2.62,电池
266,2025-02-13,938.55,942.83,964.6,938.29,0.48,4.5,12774186,37438410154.0,2.8,3.13,电池
267,2025-02-14,940.37,945.98,963.52,940.37,0.33,3.15,11154834,33643876983.0,2.46,2.73,电池
268,2025-02-17,946.3,946.37,953.34,935.48,0.04,0.39,10262059,28745279563.0,1.89,2.52,电池
269,2025-02-18,955.41,958.22,985.15,951.29,1.25,11.85,16713032,42547767016.0,3.58,4.1,电池
270,2025-02-19,948.61,979.01,979.04,944.0,2.17,20.79,14083668,35739977674.0,3.66,3.45,电池
271,2025-02-20,976.83,985.2,986.89,968.8,0.63,6.19,13436905,32814926441.0,1.85,3.29,电池
272,2025-02-21,982.62,1011.26,1012.9,982.62,2.65,26.06,18403380,47358678340.0,3.07,4.51,电池
273,2025-02-24,1010.67,1015.19,1022.51,997.39,0.39,3.93,16062335,41726985307.0,2.48,3.94,电池
274,2025-02-25,999.49,1017.65,1032.81,998.19,0.24,2.46,14269377,37747004277.0,3.41,3.5,电池
275,2025-02-26,1025.38,1039.6,1049.93,1025.38,2.16,21.95,15438787,41555271664.0,2.41,3.78,电池
276,2025-02-27,1045.4,1069.32,1084.49,1045.4,2.86,29.72,21712567,55957170865.0,3.76,5.32,电池
277,2025-02-28,1061.04,1037.22,1079.81,1035.84,-3.0,-32.1,20573620,52879123762.0,4.11,5.04,电池
278,2025-03-03,1049.84,1101.11,1118.57,1049.84,6.16,63.89,24727742,68108013653.0,6.63,6.06,电池
279,2025-03-04,1078.18,1070.81,1078.18,1051.97,-2.75,-30.3,18573303,49030808825.0,2.38,4.55,电池
280,2025-03-05,1063.74,1062.46,1064.24,1047.46,-0.78,-8.35,13289698,34772090149.0,1.57,3.26,电池
281,2025-03-06,1067.82,1074.92,1079.33,1063.11,1.17,12.46,14509347,38843431007.0,1.53,3.56,电池
282,2025-03-07,1067.51,1051.17,1071.9,1044.52,-2.21,-23.75,12617717,35198712291.0,2.55,3.09,电池
283,2025-03-10,1050.96,1058.78,1063.92,1047.93,0.72,7.61,9869894,30075145278.0,1.52,2.42,电池
284,2025-03-11,1042.45,1057.36,1057.36,1041.75,-0.13,-1.42,10168203,27871079231.0,1.47,2.49,电池
285,2025-03-12,1062.74,1058.21,1065.7,1056.85,0.08,0.85,11341461,30680185788.0,0.84,2.78,电池
286,2025-03-13,1059.4,1041.49,1068.69,1031.73,-1.58,-16.72,11829656,31294260281.0,3.49,2.9,电池
287,2025-03-14,1036.87,1055.38,1057.45,1021.35,1.33,13.89,11390013,34896204452.0,3.47,2.79,电池
288,2025-03-17,1057.35,1060.42,1065.53,1047.67,0.48,5.04,10352399,31458305602.0,1.69,2.54,电池
289,2025-03-18,1066.14,1071.58,1086.03,1066.14,1.05,11.16,12235190,32340308128.0,1.88,3.0,电池
290,2025-03-19,1066.3,1052.51,1066.4,1047.65,-1.78,-19.07,11249401,34465631178.0,1.75,2.76,电池
291,2025-03-20,1050.26,1040.38,1053.87,1039.48,-1.15,-12.13,8525853,22890829625.0,1.37,2.09,电池
292,2025-03-21,1036.75,1011.53,1041.76,1009.33,-2.77,-28.85,9314667,24834316316.0,3.12,2.28,电池
293,2025-03-24,1012.37,993.99,1013.79,971.31,-1.73,-17.54,8606677,21849307872.0,4.2,2.11,电池
294,2025-03-25,994.38,997.13,1001.95,984.24,0.32,3.14,4793520,12408625521.0,1.78,1.18,电池
