,Date,Stock Code,Open,Close,High,Low,Volume,Amount,Amplitude,Price Change %,Price Change,Turnover Rate
40,2024-03-06,600004,10.01,10.13,10.21,10.0,331008,336152227.0,2.11,1.91,0.19,1.4
41,2024-03-07,600004,10.18,10.08,10.27,10.07,310494,317904334.0,1.97,-0.49,-0.05,1.31
42,2024-03-08,600004,10.07,10.05,10.12,9.95,185783,187275784.0,1.69,-0.3,-0.03,0.78
43,2024-03-11,600004,10.03,10.19,10.21,9.99,216986,221471118.0,2.19,1.39,0.14,0.92
44,2024-03-12,600004,10.21,10.34,10.36,10.11,276764,286765475.0,2.45,1.47,0.15,1.17
45,2024-03-13,600004,10.31,10.13,10.35,10.13,215389,221166247.0,2.13,-2.03,-0.21,0.91
46,2024-03-14,600004,10.12,10.33,10.38,10.11,267287,277071438.0,2.67,1.97,0.2,1.13
47,2024-03-15,600004,10.33,10.38,10.42,10.26,192268,200003753.0,1.55,0.48,0.05,0.81
48,2024-03-18,600004,10.37,10.47,10.58,10.36,183666,193840132.0,2.12,0.87,0.09,0.78
49,2024-03-19,600004,10.46,10.32,10.47,10.31,153263,159700954.0,1.53,-1.43,-0.15,0.65
50,2024-03-20,600004,10.3,10.35,10.38,10.3,105943,110289388.0,0.78,0.29,0.03,0.45
51,2024-03-21,600004,10.35,10.32,10.38,10.23,160924,166806404.0,1.45,-0.29,-0.03,0.68
52,2024-03-22,600004,10.26,10.09,10.3,10.07,165792,169491377.0,2.23,-2.23,-0.23,0.7
53,2024-03-25,600004,10.05,9.94,10.08,9.93,180723,181712143.0,1.49,-1.49,-0.15,0.76
54,2024-03-26,600004,9.93,9.94,9.96,9.85,145100,144727545.0,1.11,0.0,0.0,0.61
55,2024-03-27,600004,9.94,9.82,9.99,9.82,116647,116271728.0,1.71,-1.21,-0.12,0.49
56,2024-03-28,600004,9.82,10.0,10.03,9.8,131240,131265412.0,2.34,1.83,0.18,0.55
57,2024-03-29,600004,10.0,10.01,10.02,9.91,103718,103976025.0,1.1,0.1,0.01,0.44
58,2024-04-01,600004,10.02,10.29,10.31,10.01,195045,200295980.0,3.0,2.8,0.28,0.82
59,2024-04-02,600004,10.29,10.26,10.34,10.19,132853,137110729.0,1.46,-0.29,-0.03,0.56
60,2024-04-03,600004,10.25,10.23,10.28,10.13,135328,138735144.0,1.46,-0.29,-0.03,0.57
61,2024-04-08,600004,10.2,10.05,10.21,10.04,156993,159953343.0,1.66,-1.76,-0.18,0.66
62,2024-04-09,600004,10.08,10.1,10.17,10.05,129992,132276688.0,1.19,0.5,0.05,0.55
63,2024-04-10,600004,10.09,10.09,10.14,10.01,137043,138983370.0,1.29,-0.1,-0.01,0.58
64,2024-04-11,600004,10.04,10.11,10.17,9.98,115543,117399038.0,1.88,0.2,0.02,0.49
65,2024-04-12,600004,10.09,9.98,10.17,9.96,116882,118331633.0,2.08,-1.29,-0.13,0.49
66,2024-04-15,600004,9.96,10.17,10.2,9.89,233833,237746132.0,3.11,1.9,0.19,0.99
67,2024-04-16,600004,10.17,10.02,10.31,10.0,284091,290548039.0,3.05,-1.47,-0.15,1.2
68,2024-04-17,600004,10.02,10.26,10.26,10.02,222402,227155770.0,2.4,2.4,0.24,0.94
69,2024-04-18,600004,10.23,10.29,10.36,10.18,219183,226748633.0,1.75,0.29,0.03,0.93
70,2024-04-19,600004,10.24,10.2,10.31,10.13,181765,186824907.0,1.75,-0.87,-0.09,0.77
71,2024-04-22,600004,10.2,10.32,10.33,10.16,188362,194924165.0,1.67,1.18,0.12,0.8
72,2024-04-23,600004,10.32,10.17,10.33,10.13,150734,155033417.0,1.94,-1.45,-0.15,0.64
73,2024-04-24,600004,10.17,10.24,10.24,10.11,125593,128741366.0,1.28,0.69,0.07,0.53
74,2024-04-25,600004,10.21,10.44,10.51,10.17,259163,270860013.0,3.32,1.95,0.2,1.1
75,2024-04-26,600004,10.42,10.51,10.52,10.35,275876,289737832.0,1.63,0.67,0.07,1.17
76,2024-04-29,600004,10.51,10.46,10.51,10.25,366317,382912333.0,2.47,-0.48,-0.05,1.55
77,2024-04-30,600004,10.45,10.28,10.45,10.2,322191,333355318.0,2.39,-1.72,-0.18,1.36
78,2024-05-06,600004,10.36,10.38,10.45,10.3,263974,276071734.0,1.46,0.97,0.1,1.12
79,2024-05-07,600004,10.4,10.35,10.42,10.28,172301,179260042.0,1.35,-0.29,-0.03,0.73
80,2024-05-08,600004,10.27,10.24,10.32,10.23,136841,141475318.0,0.87,-1.06,-0.11,0.58
81,2024-05-09,600004,10.23,10.29,10.32,10.22,130230,134820025.0,0.98,0.49,0.05,0.55
82,2024-05-10,600004,10.3,10.22,10.33,10.18,180708,186058479.0,1.46,-0.68,-0.07,0.76
83,2024-05-13,600004,10.18,10.23,10.28,10.11,148420,152362802.0,1.66,0.1,0.01,0.63
84,2024-05-14,600004,10.21,10.21,10.25,10.18,91192,93840699.0,0.68,-0.2,-0.02,0.39
85,2024-05-15,600004,10.22,10.16,10.23,10.15,83423,85588565.0,0.78,-0.49,-0.05,0.35
86,2024-05-16,600004,10.16,10.1,10.2,10.08,156256,159433724.0,1.18,-0.59,-0.06,0.66
87,2024-05-17,600004,10.11,10.29,10.29,10.09,182080,187275119.0,1.98,1.88,0.19,0.77
88,2024-05-20,600004,10.33,10.36,10.41,10.3,234248,244432742.0,1.07,0.68,0.07,0.99
89,2024-05-21,600004,10.34,10.31,10.38,10.29,135123,140529805.0,0.87,-0.48,-0.05,0.57
90,2024-05-22,600004,10.31,10.42,10.47,10.3,204438,214402094.0,1.65,1.07,0.11,0.86
91,2024-05-23,600004,10.42,10.21,10.44,10.19,176819,183060315.0,2.4,-2.02,-0.21,0.75
92,2024-05-24,600004,10.21,10.11,10.26,10.11,164255,168072151.0,1.47,-0.98,-0.1,0.69
93,2024-05-27,600004,10.11,10.16,10.18,10.07,114077,116175424.0,1.09,0.49,0.05,0.48
94,2024-05-28,600004,10.13,10.08,10.15,10.07,104717,106554050.0,0.79,-0.79,-0.08,0.44
95,2024-05-29,600004,10.08,10.08,10.12,10.05,105373,106966520.0,0.69,0.0,0.0,0.45
96,2024-05-30,600004,10.05,10.03,10.12,10.01,118007,119451557.0,1.09,-0.5,-0.05,0.5
97,2024-05-31,600004,10.05,10.07,10.11,10.04,105405,106990907.0,0.7,0.4,0.04,0.45
98,2024-06-03,600004,10.07,10.01,10.12,9.97,133372,134704296.0,1.49,-0.6,-0.06,0.56
99,2024-06-04,600004,10.0,10.21,10.23,9.98,190288,194207670.0,2.5,2.0,0.2,0.8
100,2024-06-05,600004,10.23,10.14,10.28,10.12,129282,132991798.0,1.57,-0.69,-0.07,0.55
101,2024-06-06,600004,10.14,10.05,10.19,10.03,115019,116978373.0,1.58,-0.89,-0.09,0.49
102,2024-06-07,600004,10.09,10.16,10.16,10.05,87444,89012224.0,1.09,1.09,0.11,0.37
103,2024-06-11,600004,10.18,10.07,10.18,10.04,79074,80272706.0,1.38,-0.89,-0.09,0.33
104,2024-06-12,600004,10.06,10.01,10.08,9.98,117924,119000598.0,0.99,-0.6,-0.06,0.5
105,2024-06-13,600004,10.02,9.83,10.03,9.78,260419,258649554.0,2.5,-1.8,-0.18,1.1
106,2024-06-14,600004,9.77,9.99,10.03,9.77,156703,156611051.0,2.64,1.63,0.16,0.66
107,2024-06-17,600004,9.93,9.93,10.0,9.89,83761,83777788.0,1.1,-0.6,-0.06,0.35
108,2024-06-18,600004,9.93,9.93,10.01,9.9,94356,94480140.0,1.11,0.0,0.0,0.4
109,2024-06-19,600004,9.93,9.8,9.93,9.78,129511,128143186.0,1.51,-1.31,-0.13,0.55
110,2024-06-20,600004,9.78,9.54,9.79,9.53,189742,183937442.0,2.65,-2.65,-0.26,0.8
111,2024-06-21,600004,9.57,9.47,9.6,9.44,104222,99753582.0,1.68,-0.73,-0.07,0.44
112,2024-06-24,600004,9.44,9.38,9.44,9.29,120228,113582498.0,1.58,-0.95,-0.09,0.51
113,2024-06-25,600004,9.43,9.34,9.47,9.28,100912,95284891.0,2.03,-0.43,-0.04,0.43
114,2024-06-26,600004,9.35,9.4,9.41,9.21,100172,93829883.0,2.14,0.64,0.06,0.42
115,2024-06-27,600004,9.38,9.36,9.44,9.31,101605,95924954.0,1.38,-0.43,-0.04,0.43
116,2024-06-28,600004,9.35,9.41,9.46,9.34,90274,85615126.0,1.28,0.53,0.05,0.38
117,2024-07-01,600004,9.42,9.45,9.48,9.35,105462,100041244.0,1.38,0.43,0.04,0.45
118,2024-07-02,600004,9.45,9.41,9.49,9.38,104821,99615039.0,1.16,-0.42,-0.04,0.44
119,2024-07-03,600004,9.44,9.6,9.63,9.37,180917,173745252.0,2.76,2.02,0.19,0.76
120,2024-07-04,600004,9.55,9.35,9.56,9.33,128469,122242559.0,2.4,-2.6,-0.25,0.54
121,2024-07-05,600004,9.35,9.32,9.41,9.27,85449,80343396.0,1.5,-0.32,-0.03,0.36
122,2024-07-08,600004,9.32,9.19,9.36,9.17,110542,102916603.0,2.04,-1.39,-0.13,0.47
123,2024-07-09,600004,9.33,9.65,9.67,9.33,267418,256300185.0,3.7,5.01,0.46,1.13
124,2024-07-10,600004,9.58,9.5,9.71,9.48,178103,171759743.0,2.38,-1.55,-0.15,0.75
125,2024-07-11,600004,9.61,9.78,9.79,9.58,203101,198696973.0,2.21,2.95,0.28,0.86
126,2024-07-12,600004,9.77,9.75,9.86,9.72,126244,124427657.0,1.43,-0.31,-0.03,0.53
127,2024-07-15,600004,9.62,9.55,9.72,9.53,161332,155993510.0,1.95,-2.05,-0.2,0.68
128,2024-07-16,600004,9.54,9.57,9.58,9.49,76595,73561336.0,0.94,0.21,0.02,0.32
129,2024-07-17,600004,9.57,9.65,9.69,9.52,112163,108706984.0,1.78,0.84,0.08,0.47
130,2024-07-18,600004,9.61,9.6,9.63,9.53,87761,84743932.0,1.04,-0.52,-0.05,0.37
131,2024-07-19,600004,9.58,9.58,9.61,9.49,120604,116051541.0,1.25,-0.21,-0.02,0.51
132,2024-07-22,600004,9.57,9.54,9.63,9.5,84012,80883869.0,1.36,-0.42,-0.04,0.35
133,2024-07-23,600004,9.56,9.45,9.57,9.42,89859,86006450.0,1.57,-0.94,-0.09,0.38
134,2024-07-24,600004,9.45,9.39,9.49,9.33,86048,81601037.0,1.69,-0.63,-0.06,0.36
135,2024-07-25,600004,9.36,9.46,9.51,9.35,76972,73286366.0,1.7,0.75,0.07,0.33
136,2024-07-26,600004,9.48,9.44,9.54,9.35,109208,104080925.0,2.01,-0.21,-0.02,0.46
137,2024-07-29,600004,9.46,9.36,9.46,9.3,116204,109422804.0,1.69,-0.85,-0.08,0.49
138,2024-07-30,600004,9.35,9.34,9.36,9.28,71884,67470824.0,0.85,-0.21,-0.02,0.3
139,2024-07-31,600004,9.34,9.56,9.58,9.3,186374,178192264.0,3.0,2.36,0.22,0.79
140,2024-08-01,600004,9.55,9.55,9.6,9.5,126694,121844366.0,1.05,-0.1,-0.01,0.54
141,2024-08-02,600004,9.53,9.52,9.59,9.48,86907,83617507.0,1.15,-0.31,-0.03,0.37
142,2024-08-05,600004,9.51,9.52,9.68,9.48,134520,129901663.0,2.1,0.0,0.0,0.57
143,2024-08-06,600004,9.52,9.51,9.62,9.44,93266,89425151.0,1.89,-0.11,-0.01,0.39
144,2024-08-07,600004,9.49,9.41,9.5,9.4,77350,73507561.0,1.05,-1.05,-0.1,0.33
145,2024-08-08,600004,9.39,9.45,9.47,9.34,74330,70480387.0,1.38,0.43,0.04,0.31
146,2024-08-09,600004,9.5,9.38,9.5,9.38,80334,75759537.0,1.27,-0.74,-0.07,0.34
147,2024-08-12,600004,9.38,9.27,9.41,9.25,105537,98113427.0,1.71,-1.17,-0.11,0.45
148,2024-08-13,600004,9.27,9.33,9.33,9.19,74354,68849083.0,1.51,0.65,0.06,0.31
149,2024-08-14,600004,9.3,9.22,9.33,9.22,63802,58999652.0,1.18,-1.18,-0.11,0.27
150,2024-08-15,600004,9.22,9.25,9.29,9.13,116933,107810597.0,1.74,0.33,0.03,0.49
151,2024-08-16,600004,9.24,9.2,9.25,9.17,85895,78987976.0,0.86,-0.54,-0.05,0.36
152,2024-08-19,600004,9.19,9.17,9.23,9.15,62235,57175835.0,0.87,-0.33,-0.03,0.26
153,2024-08-20,600004,9.15,9.09,9.19,9.06,101033,91925761.0,1.42,-0.87,-0.08,0.43
154,2024-08-21,600004,9.06,8.99,9.1,8.98,86145,77871583.0,1.32,-1.1,-0.1,0.36
155,2024-08-22,600004,9.01,8.72,9.02,8.69,204101,179785486.0,3.67,-3.0,-0.27,0.86
156,2024-08-23,600004,8.71,8.85,8.89,8.68,88661,78055259.0,2.41,1.49,0.13,0.37
157,2024-08-26,600004,8.86,8.97,8.99,8.84,80154,71564158.0,1.69,1.36,0.12,0.34
158,2024-08-27,600004,8.98,8.93,8.98,8.87,56449,50381115.0,1.23,-0.45,-0.04,0.24
159,2024-08-28,600004,8.95,8.91,8.98,8.88,46015,41075595.0,1.12,-0.22,-0.02,0.19
160,2024-08-29,600004,8.9,9.03,9.04,8.87,60237,54128440.0,1.91,1.35,0.12,0.25
161,2024-08-30,600004,9.03,9.13,9.17,9.0,135282,123267797.0,1.88,1.11,0.1,0.57
162,2024-09-02,600004,9.02,8.87,9.05,8.77,194381,172283848.0,3.07,-2.85,-0.26,0.82
163,2024-09-03,600004,8.87,8.95,9.04,8.84,107109,95992335.0,2.25,0.9,0.08,0.45
164,2024-09-04,600004,8.9,8.99,9.06,8.88,66755,59991082.0,2.01,0.45,0.04,0.28
165,2024-09-05,600004,8.98,8.97,9.03,8.95,42374,38072112.0,0.89,-0.22,-0.02,0.18
166,2024-09-06,600004,9.01,8.9,9.01,8.89,50260,44882232.0,1.34,-0.78,-0.07,0.21
167,2024-09-09,600004,8.9,8.86,8.94,8.82,57359,50898489.0,1.35,-0.45,-0.04,0.24
168,2024-09-10,600004,8.89,8.77,8.9,8.62,121141,105520240.0,3.16,-1.02,-0.09,0.51
169,2024-09-11,600004,8.76,8.74,8.8,8.68,60769,53125547.0,1.37,-0.34,-0.03,0.26
170,2024-09-12,600004,8.7,8.62,8.78,8.6,125398,108541903.0,2.06,-1.37,-0.12,0.53
171,2024-09-13,600004,8.64,8.58,8.65,8.55,56249,48400716.0,1.16,-0.46,-0.04,0.24
172,2024-09-18,600004,8.57,8.57,8.64,8.45,82131,69940396.0,2.21,-0.12,-0.01,0.35
173,2024-09-19,600004,8.6,8.68,8.79,8.57,125527,109005252.0,2.57,1.28,0.11,0.53
174,2024-09-20,600004,8.65,8.71,8.72,8.56,88459,76490269.0,1.84,0.35,0.03,0.37
175,2024-09-23,600004,8.71,8.73,8.76,8.67,44407,38741641.0,1.03,0.23,0.02,0.19
176,2024-09-24,600004,8.77,9.02,9.02,8.74,202217,179918874.0,3.21,3.32,0.29,0.85
177,2024-09-25,600004,9.09,9.09,9.24,9.07,213253,195237255.0,1.88,0.78,0.07,0.9
178,2024-09-26,600004,9.09,9.48,9.48,9.03,247915,230307755.0,4.95,4.29,0.39,1.05
179,2024-09-27,600004,9.58,9.78,9.81,9.58,242805,235634990.0,2.43,3.16,0.3,1.03
180,2024-09-30,600004,10.1,10.46,10.55,9.88,843826,863825468.0,6.85,6.95,0.68,3.57
181,2024-10-08,600004,11.48,10.5,11.48,10.1,946652,1014062982.0,13.19,0.38,0.04,4.0
182,2024-10-09,600004,10.34,9.84,10.34,9.81,491379,492236396.0,5.05,-6.29,-0.66,2.08
183,2024-10-10,600004,9.86,9.92,10.07,9.79,333905,331982155.0,2.85,0.81,0.08,1.41
184,2024-10-11,600004,9.87,9.57,9.92,9.5,309606,300142337.0,4.23,-3.53,-0.35,1.31
185,2024-10-14,600004,9.63,9.6,9.69,9.48,198103,189809353.0,2.19,0.31,0.03,0.84
186,2024-10-15,600004,9.59,9.48,9.69,9.48,186247,178472225.0,2.19,-1.25,-0.12,0.79
187,2024-10-16,600004,9.44,9.44,9.52,9.36,197089,185986049.0,1.69,-0.42,-0.04,0.83
188,2024-10-17,600004,9.44,9.27,9.5,9.27,202622,189654496.0,2.44,-1.8,-0.17,0.86
189,2024-10-18,600004,9.27,9.41,9.5,9.17,348955,325077264.0,3.56,1.51,0.14,1.47
190,2024-10-21,600004,9.4,9.43,9.51,9.34,255318,240697664.0,1.81,0.21,0.02,1.08
191,2024-10-22,600004,9.4,9.53,9.54,9.37,205549,194967449.0,1.8,1.06,0.1,0.87
192,2024-10-23,600004,9.54,9.64,9.7,9.54,246652,237503168.0,1.68,1.15,0.11,1.04
193,2024-10-24,600004,9.57,9.52,9.65,9.47,166320,158669271.0,1.87,-1.24,-0.12,0.7
194,2024-10-25,600004,9.53,9.6,9.61,9.5,159112,152166840.0,1.16,0.84,0.08,0.67
195,2024-10-28,600004,9.58,9.75,9.76,9.56,223611,216483127.0,2.08,1.56,0.15,0.94
196,2024-10-29,600004,9.79,9.65,9.79,9.58,208127,201165963.0,2.15,-1.03,-0.1,0.88
197,2024-10-30,600004,9.6,9.71,9.78,9.59,201547,195177248.0,1.97,0.62,0.06,0.85
198,2024-10-31,600004,9.72,9.68,9.76,9.65,208068,201720461.0,1.13,-0.31,-0.03,0.88
199,2024-11-01,600004,9.65,9.65,9.69,9.54,216924,208899529.0,1.55,-0.31,-0.03,0.92
200,2024-11-04,600004,9.65,9.74,9.74,9.63,168424,162984842.0,1.14,0.93,0.09,0.71
201,2024-11-05,600004,9.71,9.86,9.87,9.7,312166,306601593.0,1.75,1.23,0.12,1.32
202,2024-11-06,600004,9.89,9.83,9.94,9.77,298081,293169821.0,1.72,-0.3,-0.03,1.26
203,2024-11-07,600004,9.78,10.08,10.09,9.72,426116,423803045.0,3.76,2.54,0.25,1.8
204,2024-11-08,600004,10.13,10.07,10.3,9.98,516530,521651148.0,3.17,-0.1,-0.01,2.18
205,2024-11-11,600004,10.0,10.01,10.07,9.94,263188,262972066.0,1.29,-0.6,-0.06,1.11
206,2024-11-12,600004,10.01,9.99,10.15,9.95,283607,285154472.0,2.0,-0.2,-0.02,1.2
207,2024-11-13,600004,9.97,10.0,10.06,9.92,172200,171733830.0,1.4,0.1,0.01,0.73
208,2024-11-14,600004,9.97,9.82,9.97,9.82,195650,193711527.0,1.5,-1.8,-0.18,0.83
209,2024-11-15,600004,9.82,9.85,9.98,9.81,249997,247990429.0,1.73,0.31,0.03,1.06
210,2024-11-18,600004,9.93,9.87,10.0,9.83,279160,277068944.0,1.73,0.2,0.02,1.18
211,2024-11-19,600004,9.87,9.85,9.93,9.73,197362,194164495.0,2.03,-0.2,-0.02,0.83
212,2024-11-20,600004,9.84,9.87,9.89,9.78,145071,142872457.0,1.12,0.2,0.02,0.61
213,2024-11-21,600004,9.86,9.85,9.88,9.79,142173,139756993.0,0.91,-0.2,-0.02,0.6
214,2024-11-22,600004,9.85,9.62,9.9,9.58,250939,245106349.0,3.25,-2.34,-0.23,1.06
215,2024-11-25,600004,9.62,9.55,9.77,9.52,291705,279865032.0,2.6,-0.73,-0.07,1.23
216,2024-11-26,600004,9.57,9.62,9.73,9.53,158573,152984090.0,2.09,0.73,0.07,0.67
217,2024-11-27,600004,9.6,9.65,9.66,9.5,226435,216639206.0,1.66,0.31,0.03,0.96
218,2024-11-28,600004,9.65,9.68,9.75,9.62,166506,161511464.0,1.35,0.31,0.03,0.7
219,2024-11-29,600004,9.69,9.72,9.75,9.64,155664,151181692.0,1.14,0.41,0.04,0.66
220,2024-12-02,600004,9.72,9.84,9.88,9.72,205659,201887121.0,1.65,1.23,0.12,0.87
221,2024-12-03,600004,9.86,9.85,9.89,9.77,144297,141626564.0,1.22,0.1,0.01,0.61
222,2024-12-04,600004,9.84,9.75,9.84,9.72,123583,120870099.0,1.22,-1.02,-0.1,0.52
223,2024-12-05,600004,9.77,9.73,9.78,9.71,95683,93190373.0,0.72,-0.21,-0.02,0.4
224,2024-12-06,600004,9.72,9.86,9.87,9.72,174728,171351638.0,1.54,1.34,0.13,0.74
225,2024-12-09,600004,9.86,9.85,9.95,9.81,163394,161356185.0,1.42,-0.1,-0.01,0.69
226,2024-12-10,600004,10.02,9.86,10.08,9.85,278124,276325091.0,2.34,0.1,0.01,1.18
227,2024-12-11,600004,9.83,9.92,9.94,9.83,159707,158101393.0,1.12,0.61,0.06,0.67
228,2024-12-12,600004,9.91,10.02,10.02,9.88,203264,202916648.0,1.41,1.01,0.1,0.86
229,2024-12-13,600004,10.0,9.9,10.01,9.88,198167,196980563.0,1.3,-1.2,-0.12,0.84
230,2024-12-16,600004,9.9,9.89,9.98,9.87,157176,155765884.0,1.11,-0.1,-0.01,0.66
231,2024-12-17,600004,9.89,9.81,9.92,9.78,154759,152087775.0,1.42,-0.81,-0.08,0.65
232,2024-12-18,600004,9.84,9.8,9.86,9.78,98505,96810599.0,0.82,-0.1,-0.01,0.42
233,2024-12-19,600004,9.78,9.76,9.78,9.66,137878,133988565.0,1.22,-0.41,-0.04,0.58
234,2024-12-20,600004,9.75,9.73,9.8,9.72,105069,102431954.0,0.82,-0.31,-0.03,0.44
235,2024-12-23,600004,9.72,9.68,9.83,9.66,154460,150474063.0,1.75,-0.51,-0.05,0.65
236,2024-12-24,600004,9.69,9.76,9.76,9.68,115519,112328229.0,0.83,0.83,0.08,0.49
237,2024-12-25,600004,9.73,9.77,9.8,9.69,111787,108821463.0,1.13,0.1,0.01,0.47
238,2024-12-26,600004,9.79,9.7,9.8,9.69,117927,114662096.0,1.13,-0.72,-0.07,0.5
239,2024-12-27,600004,9.7,9.86,9.87,9.68,207505,203643722.0,1.96,1.65,0.16,0.88
240,2024-12-30,600004,9.82,9.77,9.86,9.76,162158,158676659.0,1.01,-0.91,-0.09,0.69
241,2024-12-31,600004,9.76,9.6,9.79,9.59,194662,188431036.0,2.05,-1.74,-0.17,0.82
242,2025-01-02,600004,9.61,9.35,9.69,9.3,265721,251189411.0,4.06,-2.6,-0.25,1.12
243,2025-01-03,600004,9.33,9.23,9.43,9.2,203255,189081591.0,2.46,-1.28,-0.12,0.86
244,2025-01-06,600004,9.25,9.26,9.28,9.17,124883,115207522.0,1.19,0.33,0.03,0.53
245,2025-01-07,600004,9.24,9.19,9.26,9.14,132024,121307227.0,1.3,-0.76,-0.07,0.56
246,2025-01-08,600004,9.17,9.17,9.2,9.04,134845,123055474.0,1.74,-0.22,-0.02,0.57
247,2025-01-09,600004,9.12,9.13,9.17,9.07,78308,71568414.0,1.09,-0.44,-0.04,0.33
248,2025-01-10,600004,9.13,9.02,9.18,9.02,96780,88023529.0,1.75,-1.2,-0.11,0.41
249,2025-01-13,600004,8.99,9.05,9.05,8.97,98050,88335528.0,0.89,0.33,0.03,0.41
250,2025-01-14,600004,9.05,9.27,9.28,9.05,151377,139208281.0,2.54,2.43,0.22,0.64
251,2025-01-15,600004,9.26,9.26,9.31,9.22,94914,87913542.0,0.97,-0.11,-0.01,0.4
252,2025-01-16,600004,9.26,9.2,9.35,9.16,103189,95353327.0,2.05,-0.65,-0.06,0.44
253,2025-01-17,600004,9.18,9.24,9.29,9.15,105933,97854000.0,1.52,0.43,0.04,0.45
254,2025-01-20,600004,9.28,9.27,9.32,9.25,88292,82007904.0,0.76,0.32,0.03,0.37
255,2025-01-21,600004,9.38,9.32,9.42,9.29,101729,94966889.0,1.4,0.54,0.05,0.43
